StudentID,TestForm,location,yearLevel
11187,5,-1.031,3
11188,5,-1.391,3
11189,5,-0.684,3
11190,5,-1.643,2
11191,5,-1.031,2
11192,5,-2.924,3
11193,5,-1.643,2
11194,5,-0.684,2
11195,5,0.024,3
11196,5,-0.568,3
11197,5,-1.031,2
11198,5,-0.218,3
11199,5,-1.031,3
11200,5,-1.031,2
11201,5,-1.031,2
11202,5,-1.776,2
11203,5,-1.031,3
11204,5,-1.776,2
11205,5,-1.031,3
11206,5,-0.218,3
11207,5,-1.776,2
11208,5,-1.643,2
11209,5,-1.149,3
11210,5,-3.411,3
11211,5,-1.913,2
11212,5,-0.684,2
11213,5,-1.269,2
11214,5,0.413,2
11215,5,-1.515,2
11216,5,-0.684,2
11217,5,-1.149,2
11218,5,-1.031,3
11219,5,-1.031,3
11220,5,-1.031,3
11221,5,-1.515,3
11222,5,-0.336,2
11223,5,-1.269,2
11224,5,-0.568,3
11225,5,-1.269,3
11226,5,-1.269,3
11227,5,-2.367,2
11228,5,-3.15,2
11229,5,-0.799,3
11230,5,0.552,3
11231,5,-0.218,3
11232,5,-0.799,3
11233,5,-2.924,2
11234,5,-1.031,2
11235,5,-1.031,2
11236,5,-0.452,3
11237,5,-0.684,3
11238,5,-0.915,2
11239,5,-0.218,2
11240,5,-2.537,3
11241,5,-1.913,2
11242,5,-1.031,2
11243,5,-0.568,3
11244,5,-1.643,3
11245,5,-1.643,2
11246,5,-2.056,2
11247,5,-1.776,2
11248,5,-1.149,2
11249,5,-1.515,3
11250,5,-1.149,3
11251,5,-1.643,2
11252,5,-0.684,2
11253,5,-0.452,2
11254,5,-1.643,2
11255,5,-1.776,2
11256,5,-1.391,2
11257,5,-1.269,2
11258,5,-2.207,2
11259,5,-1.515,2
11260,5,-0.098,2
11261,5,-0.915,2
11262,5,-2.722,2
11263,5,-1.515,2
11264,5,-1.031,2
11265,5,-0.799,3
11266,5,-1.776,2
11267,5,-2.367,2
11268,5,-0.684,3
11269,5,-2.924,2
11270,5,-0.915,3
11271,5,-1.776,2
11272,5,-0.568,3
11273,5,-1.515,3
11274,5,-0.025,3
11275,5,-1.515,2
11276,5,-0.915,2
11277,5,-1.391,2
11278,5,-0.336,3
11279,5,-1.515,3
11280,5,-2.056,2
11281,5,-1.515,2
11282,5,-1.776,2
11283,5,-1.913,3
11284,5,-0.684,2
11285,5,-0.684,3
11286,5,-1.391,2
11287,5,0.698,3
11288,5,-1.269,2
11289,5,-1.515,2
11290,5,-1.269,3
11291,5,-0.568,2
11292,5,-2.207,2
11293,5,-0.336,2
11294,5,-0.799,3
11295,5,-2.207,2
11296,5,-2.056,2
11297,5,0.853,3
11298,5,-0.957,3
11299,5,-0.799,3
11300,5,-2.207,3
11301,5,-2.207,2
11302,5,-1.833,2
11303,5,-0.915,3
11304,5,-1.776,2
11305,5,-0.684,3
11306,5,-0.684,2
11307,5,-1.776,3
11308,5,-1.269,3
11309,5,-0.799,3
11310,5,-0.568,3
11311,5,-0.799,3
11312,5,-0.098,3
11313,5,-1.515,3
11314,5,-1.031,2
11315,5,-1.149,3
11316,5,-0.915,3
11317,5,-0.915,2
11318,5,-2.347,3
11319,5,-0.684,2
11320,5,-1.913,2
11321,5,-1.515,2
11322,5,-1.031,3
11323,5,-0.218,2
11324,5,-0.218,2
11325,5,-1.391,2
11326,5,-1.031,2
11327,5,-0.218,3
11328,5,-1.515,3
11329,5,-0.568,2
11330,5,-1.031,3
11331,5,-0.452,3
11332,5,-0.799,3
11333,5,-0.452,3
11334,5,-1.391,2
11335,5,-0.684,2
11336,5,-1.643,2
11337,5,0.15,3
11338,5,0.552,2
11339,5,-0.684,3
11340,5,-1.391,3
11341,5,-2.207,2
11342,5,-0.799,2
11343,5,-0.218,3
11344,5,-0.568,2
11345,5,-1.149,2
11346,5,-1.269,2
11347,5,-2.207,2
11348,5,-1.149,3
11349,5,-1.913,2
11350,5,-2.537,2
11351,5,-1.031,2
11352,5,-2.056,2
11353,6,-1.844,2
11354,6,-2.317,2
11355,6,-1.735,2
11356,6,-1.421,2
11357,6,-1.74,2
11358,6,-0.494,3
11359,6,-3.293,2
11360,6,-3.293,2
11361,6,-1.956,3
11362,6,-2.742,2
11363,6,-2.742,2
11364,6,-1.844,3
11365,6,-3.088,2
11366,6,-0.152,3
11367,6,-0.152,2
11368,6,-1.117,3
11369,6,-1.956,2
11370,6,-0.384,3
11371,6,-1.319,2
11372,6,-2.192,3
11373,6,-2.192,2
11374,6,-2.906,2
11375,6,-2.317,3
11376,6,-2.906,2
11377,6,-2.45,3
11378,6,-2.591,2
11379,6,-2.45,2
11380,6,-1.629,3
11381,6,-0.602,2
11382,6,0.377,2
11383,6,-3.088,2
11384,6,-1.319,2
11385,6,-1.956,3
11386,6,-1.319,3
11387,6,-1.956,3
11388,6,0.233,3
11389,6,-1.735,3
11390,6,-1.844,2
11391,6,-1.421,2
11392,6,-1.735,2
11393,6,-1.629,3
11394,6,-0.152,3
11395,6,-0.811,3
11396,6,-2.317,2
11397,6,-0.494,3
11398,6,-0.384,2
11399,6,-2.906,2
11400,6,-2.742,2
11401,6,-2.742,2
11402,6,0.53,3
11403,6,-1.844,3
11404,6,-2.192,2
11405,6,-2.003,3
11406,6,-2.742,2
11407,6,0.377,2
11408,6,-1.052,3
11409,6,-1.956,2
11410,6,-1.319,3
11411,6,-0.494,2
11412,6,-0.914,2
11413,6,-2.317,3
11414,6,-2.836,3
11415,6,-0.494,3
11416,6,-1.844,3
11417,6,-1.735,3
11418,6,-2.317,2
11419,6,0.098,3
11420,6,-1.524,2
11421,6,-1.421,2
11422,6,-2.317,3
11423,6,-0.914,3
11424,6,-1.629,2
11425,6,-3.088,3
11426,6,-2.192,2
11427,6,-1.956,2
11428,6,-0.602,2
11429,6,-2.591,2
11430,6,0.53,2
11431,6,-3.088,2
11432,6,-1.524,3
11433,6,-2.45,2
11434,6,-2.072,3
11435,6,-0.602,3
11436,6,-1.956,2
11437,6,-2.317,3
11438,6,-1.735,2
11439,6,-0.811,3
11440,6,-1.956,2
11441,6,-2.906,3
11442,6,-2.317,2
11443,6,-2.45,2
11444,6,-1.956,3
11445,6,-1.735,3
11446,6,-2.45,2
11447,6,-2.317,3
11448,6,-1.844,2
11449,6,0.881,3
11450,6,-2.45,3
11451,6,-0.914,2
11452,6,-1.735,2
11453,6,-1.956,2
11454,6,-2.591,2
11455,6,-2.317,3
11456,6,-0.602,3
11457,6,-0.914,2
11458,6,-2.457,2
11459,6,-1.117,2
11460,6,-2.317,2
11461,6,-2.192,2
11462,6,-2.192,2
11463,6,-1.117,2
11464,6,0.881,2
11465,6,-0.602,2
11466,6,-2.45,2
11467,6,-1.117,3
11468,6,-0.27,3
11469,6,-2.072,2
11470,6,-0.707,3
11471,6,-0.602,3
11472,6,-0.384,3
11473,6,-0.494,3
11474,6,-2.317,2
11475,6,-2.192,2
11476,6,-1.327,3
11477,6,-2.906,2
11478,6,0.233,3
11479,6,-1.844,3
11480,6,0.098,3
11481,6,-0.811,3
11482,6,-2.192,2
11483,6,-1.319,3
11484,6,-3.088,2
11485,6,-2.591,3
11486,6,-3.088,2
11487,6,-2.192,2
11488,6,-2.317,2
11489,6,-1.844,3
11490,6,-2.906,2
11491,6,-2.317,2
11492,6,-1.421,3
11493,6,-2.906,2
11494,6,-2.072,2
11495,6,-1.844,3
11496,6,-1.117,2
11497,6,0.098,2
11498,6,-2.742,2
11499,6,-2.591,2
11500,6,-2.317,2
11501,6,-0.494,3
11502,6,-1.524,3
11503,6,-2.906,2
11504,6,-2.742,2
11505,6,-3.82,2
11506,6,-3.531,2
11507,6,-2.742,2
11508,6,-1.319,3
11509,6,-2.45,2
11510,6,-2.192,2
11511,6,-2.45,2
11512,6,-1.956,2
11513,6,-2.317,2
11514,6,-2.192,2
11515,6,-1.319,3
11516,6,-1.505,3
11517,6,-1.956,3
11518,6,-0.004,2
11519,6,-1.016,2
11520,6,-1.629,2
11521,6,-0.602,2
11522,6,-1.421,3
11523,6,-1.218,3
11524,6,-1.524,3
11525,6,-2.072,2
11526,6,-1.319,2
11527,6,0.233,2
11528,6,-2.45,2
11529,6,-1.218,2
11530,6,-1.956,3
11531,6,-3.096,3
11532,6,-2.591,3
11533,6,-0.707,3
11534,6,-2.317,2
11535,6,-1.218,3
11536,6,-2.192,2
11537,6,-1.629,2
11538,6,-2.742,2
11539,6,-2.742,3
11540,6,-1.421,3
11541,6,-1.117,3
11542,6,-1.956,2
11543,6,-1.844,2
11544,6,-5.542,3
11545,6,-1.524,2
11546,6,-0.2,2
11547,6,-3.088,3
11548,6,-1.218,2
11549,6,-0.811,2
11550,6,-2.45,2
11551,6,-0.494,2
11552,6,-0.494,3
11553,6,0.233,3
11554,6,-1.016,3
11555,6,-1.956,2
11556,6,-1.319,3
11557,6,-1.117,3
11558,6,-2.906,2
11559,6,-0.707,2
11560,6,-0.494,2
11561,6,-5.542,3
11562,6,-1.524,3
11563,6,-1.735,3
11564,6,-0.152,3
11565,6,-2.591,2
11566,6,-2.072,2
11567,6,-0.811,3
11568,6,-2.072,2
11569,7,2.42,4
11570,7,0.6,5
11571,7,1.133,5
11572,7,0.6,5
11573,7,1.401,5
11574,7,1.959,6
11575,7,0.328,4
11576,7,0.6,5
11577,7,0.188,5
11578,7,0.328,4
11579,7,1.975,5
11580,7,0.465,5
11581,7,-0.1,4
11582,7,0.328,5
11583,7,1.959,6
11584,7,-0.566,4
11585,7,1.267,5
11586,7,-1.75,4
11587,7,0.328,4
11588,7,0.734,4
11589,7,0.6,4
11590,7,0.734,6
11591,7,1.675,5
11592,7,1.267,5
11593,7,0.188,4
11594,7,1.401,4
11595,7,1.815,4
11596,7,1.675,4
11597,7,1.133,6
11598,7,0.868,5
11599,7,0.046,6
11600,7,-0.25,5
11601,7,0.046,5
11602,7,1.267,6
11603,7,0.465,4
11604,7,-0.1,4
11605,7,1.959,5
11606,7,1,4
11607,7,1.52,5
11608,7,0.382,4
11609,7,0.734,4
11610,7,0.734,4
11611,7,1,5
11612,7,0.808,6
11613,7,1.537,4
11614,7,2.107,4
11615,7,1.133,4
11616,7,-0.1,5
11617,7,1.401,5
11618,7,1.52,4
11619,7,1.133,4
11620,7,1.232,6
11621,7,0.734,5
11622,7,1.675,5
11623,7,0.734,4
11624,7,-0.405,4
11625,7,0.734,6
11626,7,2.107,5
11627,7,1.815,5
11628,7,0.465,4
11629,7,2.261,5
11630,7,-0.1,6
11631,7,2.42,6
11632,7,0.046,4
11633,7,1.267,5
11634,7,-0.734,4
11635,7,0.525,6
11636,7,1.267,6
11637,7,0.734,5
11638,7,-0.734,4
11639,7,1.815,5
11640,7,1.537,5
11641,7,-0.405,4
11642,7,-0.1,4
11643,7,1.133,4
11644,7,0.238,5
11645,7,1.401,5
11646,7,-1.506,4
11647,7,-0.25,4
11648,7,0.734,6
11649,7,1.267,5
11650,7,0.6,4
11651,7,1.675,4
11652,7,1.133,6
11653,7,1.537,4
11654,7,0.734,4
11655,7,0.868,5
11656,7,0.868,4
11657,7,1.675,5
11658,7,0.6,5
11659,7,0.465,6
11660,7,0.328,4
11661,7,1.959,5
11662,7,1.267,4
11663,7,1.133,6
11664,7,0.328,4
11665,7,1.401,6
11666,7,1.267,5
11667,7,1,4
11668,7,1.401,6
11669,7,0.465,6
11670,7,1.401,5
11671,7,1.267,6
11672,7,1.133,6
11673,7,1.401,5
11674,7,0.6,5
11675,7,1.815,4
11676,7,-0.1,4
11677,7,1.537,6
11678,7,0.328,6
11679,7,1.537,5
11680,7,2.42,4
11681,7,0.328,4
11682,7,-1.506,4
11683,7,1.815,6
11684,7,1.815,4
11685,7,1.537,4
11686,7,2.261,6
11687,7,0.868,5
11688,7,0.734,6
11689,7,-0.25,4
11690,7,1.959,4
11691,7,0.188,4
11692,7,0.328,4
11693,7,0.465,4
11694,7,2.261,6
11695,7,0.188,4
11696,7,1.959,5
11697,7,1.133,4
11698,7,0.465,5
11699,7,1.537,4
11700,7,1.401,4
11701,7,-0.566,4
11702,7,1.401,5
11703,7,0.328,4
11704,7,1,5
11705,7,1.537,5
11706,7,1.133,5
11707,7,-0.25,4
11708,7,-0.25,4
11709,7,-0.25,5
11710,7,1,5
11711,7,0.868,4
11712,7,1,5
11713,7,-0.25,5
11714,7,1,5
11715,7,1.675,5
11716,7,0.046,4
11717,7,1.959,6
11718,7,1.267,5
11719,7,0.358,5
11720,7,1,5
11721,7,1.267,4
11722,7,1.815,5
11723,7,0.808,6
11724,7,0.734,4
11725,7,0.868,4
11726,7,1,5
11727,7,0.734,4
11728,7,1,6
11729,7,0.6,6
11730,7,1.537,4
11731,7,0.868,5
11732,7,1,5
11733,7,0.6,6
11734,7,2.42,6
11735,7,2.107,5
11736,7,1.133,5
11737,7,1,4
11738,7,1.267,4
11739,7,1.133,4
11740,7,-0.405,4
11741,7,2.261,4
11742,7,0.949,6
11743,7,1.815,6
11744,7,-0.1,4
11745,7,0.868,5
11746,7,0.868,4
11747,7,0.6,4
11748,7,1,5
11749,7,1.133,6
11750,7,0.734,5
11751,7,0.465,4
11752,7,1.133,5
11753,7,0.868,4
11754,7,1.267,5
11755,7,1,4
11756,7,0.188,5
11757,7,1.267,5
11758,7,1.959,6
11759,7,1.537,6
11760,7,0.734,6
11761,7,0.6,4
11762,7,0.868,4
11763,7,1.133,5
11764,7,1,6
11765,7,0.382,4
11766,7,1.815,5
11767,7,-0.405,6
11768,7,1.267,4
11769,7,1.133,5
11770,7,-0.25,4
11771,7,0.046,4
11772,7,1.537,5
11773,7,0.465,5
11774,7,0.734,4
11775,7,1,6
11776,7,-0.25,4
11777,7,1.267,5
11778,7,0.6,4
11779,7,1,5
11780,7,1.267,6
11781,7,1.675,4
11782,7,0.868,4
11783,7,1.537,5
11784,7,1.267,6
11785,7,1,4
11786,7,0.465,4
11787,7,0.188,5
11788,7,0.188,5
11789,7,1.401,6
11790,7,0.188,4
11791,7,1.267,5
11792,7,1.401,4
11793,7,0.6,5
11794,7,1.537,5
11795,7,-0.1,4
11796,7,0.465,4
11797,7,0.188,4
11798,7,1.401,5
11799,7,1.133,5
11800,7,0.808,6
11801,7,0.6,5
11802,7,-0.214,4
11803,7,1.133,5
11804,7,1.537,4
11805,7,1.537,4
11806,7,1,4
11807,7,0.465,4
11808,7,1.537,4
11809,7,1,4
11810,7,1.959,5
11811,7,0.328,6
11812,7,-0.1,4
11813,7,0.868,5
11814,7,1.675,5
11815,7,1.959,5
11816,7,2.261,6
11817,7,1.133,6
11818,7,-1.284,4
11819,7,1.133,4
11820,7,0.868,5
11821,7,-0.566,4
11822,7,0.328,4
11823,7,1.133,4
11824,7,0.188,6
11825,7,0.465,5
11826,7,0.868,4
11827,7,0.188,6
11828,7,1.401,5
11829,7,0.734,4
11830,7,0.328,4
11831,7,1.267,4
11832,7,1.401,4
11833,7,1.267,6
11834,7,1.537,4
11835,7,0.734,4
11836,7,1,5
11837,7,0.949,5
11838,7,1,5
11839,7,-1.522,4
11840,7,1.959,5
11841,7,0.328,5
11842,7,-0.25,4
11843,7,1.133,4
11844,7,1.815,4
11845,7,0.868,5
11846,7,1.959,5
11847,7,1.537,6
11848,7,-0.566,4
11849,7,2.588,6
11850,7,-0.25,6
11851,7,0.868,5
11852,7,0.091,6
11853,7,0.734,4
11854,7,1.133,6
11855,7,2.588,4
11856,7,1.133,4
11857,7,0.328,6
11858,7,1.675,4
11859,7,0.868,4
11860,7,0.6,5
11861,7,-0.405,4
11862,7,2.107,5
11863,7,0.734,4
11864,7,0.734,4
11865,7,0.6,4
11866,7,2.42,5
11867,7,0.525,5
11868,7,1.959,4
11869,7,-0.566,6
11870,7,0.328,4
11871,7,1.675,6
11872,8,0.799,5
11873,8,0.326,4
11874,8,0.326,4
11875,8,-0.029,5
11876,8,0.562,5
11877,8,0.326,4
11878,8,1.041,5
11879,8,-0.654,5
11880,8,-0.967,4
11881,8,0.326,4
11882,8,0.919,4
11883,8,1.166,5
11884,8,0.209,6
11885,8,-0.029,5
11886,8,-1.223,4
11887,8,-0.272,4
11888,8,0.209,6
11889,8,-0.029,5
11890,8,0.562,5
11891,8,0.444,4
11892,8,-0.029,6
11893,8,0.562,6
11894,8,0.326,5
11895,8,1.999,5
11896,8,0.562,4
11897,8,0.09,4
11898,8,0.68,4
11899,8,-0.15,6
11900,8,-0.654,4
11901,8,-1.921,5
11902,8,-0.524,4
11903,8,0.444,5
11904,8,-1.223,5
11905,8,0.444,5
11906,8,0.09,6
11907,8,0.68,4
11908,8,-0.788,4
11909,8,0.68,4
11910,8,0.09,6
11911,8,-0.654,4
11912,8,0.09,5
11913,8,1.166,6
11914,8,0.09,5
11915,8,0.444,6
11916,8,-0.524,5
11917,8,0.68,5
11918,8,0.68,6
11919,8,-0.15,4
11920,8,0.919,4
11921,8,-0.272,4
11922,8,-0.029,5
11923,8,-1.383,4
11924,8,0.326,5
11925,8,1.999,6
11926,8,0.209,4
11927,8,1.293,5
11928,8,0.444,5
11929,8,-1.552,4
11930,8,0.444,5
11931,8,1.166,6
11932,8,-0.272,5
11933,8,1.845,5
11934,8,0.919,6
11935,8,1.423,5
11936,8,-0.788,4
11937,8,0.209,5
11938,8,-0.029,4
11939,8,0.444,6
11940,8,0.09,5
11941,8,0.799,4
11942,8,0.799,4
11943,8,0.562,4
11944,8,0.444,6
11945,8,-1.383,4
11946,8,-0.524,4
11947,8,0.09,5
11948,8,1.166,4
11949,8,-0.029,6
11950,8,-0.654,4
11951,8,1.166,5
11952,8,0.888,6
11953,8,0.562,5
11954,8,1.041,4
11955,8,0.444,5
11956,8,1.558,5
11957,8,0.799,6
11958,8,0.562,5
11959,8,0.68,5
11960,8,0.562,5
11961,8,0.09,6
11962,8,0.562,5
11963,8,-0.788,5
11964,8,-0.927,4
11965,8,-0.788,4
11966,8,-0.397,4
11967,8,-0.524,4
11968,8,0.326,6
11969,8,-0.15,6
11970,8,1.041,5
11971,8,-0.272,4
11972,8,0.09,4
11973,8,0.444,5
11974,8,-0.15,4
11975,8,-0.927,4
11976,8,0.209,6
11977,8,1.293,6
11978,8,-1.383,4
11979,8,1.166,6
11980,8,0.562,4
11981,8,0.799,5
11982,8,0.562,4
11983,8,1.423,5
11984,8,-0.272,5
11985,8,0.68,6
11986,8,1.558,5
11987,8,1.166,5
11988,8,0.799,4
11989,8,-0.788,4
11990,8,0.444,5
11991,8,0.562,4
11992,8,0.09,6
11993,8,1.293,5
11994,8,-0.524,4
11995,8,1.293,5
11996,8,-0.397,5
11997,8,0.919,6
11998,8,0.444,4
11999,8,0.444,4
12000,8,1.166,5
12001,8,-0.788,5
12002,8,1.558,6
12003,8,1.558,6
12004,8,0.562,6
12005,8,-0.029,4
12006,8,0.209,6
12007,8,0.68,6
12008,8,0.68,5
12009,8,0.919,5
12010,8,0.09,5
12011,8,0.68,4
12012,8,-0.029,6
12013,8,-0.029,4
12014,8,-0.524,5
12015,8,0.326,5
12016,8,0.09,6
12017,8,0.68,5
12018,8,-1.223,4
12019,8,0.919,5
12020,8,-1.931,5
12021,8,0.09,4
12022,8,-0.654,4
12023,8,0.09,4
12024,8,-0.654,4
12025,8,-1.072,4
12026,8,0.919,4
12027,8,0.562,4
12028,8,0.326,4
12029,8,0.209,4
12030,8,1.423,5
12031,8,-1.383,4
12032,8,-0.788,6
12033,8,1.293,5
12034,8,0.209,4
12035,8,-0.029,4
12036,8,0.799,5
12037,8,0.444,4
12038,8,0.68,6
12039,8,0.444,4
12040,8,0.326,6
12041,8,0.209,4
12042,8,1.558,4
12043,8,0.562,5
12044,8,-0.029,4
12045,8,0.209,4
12046,8,0.68,5
12047,8,0.09,5
12048,8,-0.927,4
12049,8,1.558,5
12050,8,0.799,5
12051,8,1.041,4
12052,8,1.845,6
12053,8,-0.524,5
12054,8,0.68,5
12055,8,0.562,6
12056,8,1.845,5
12057,8,-1.072,4
12058,8,0.209,4
12059,8,0.326,4
12060,8,0.444,5
12061,8,-0.272,5
12062,8,-1.383,4
12063,8,0.562,4
12064,8,0.444,4
12065,8,0.68,4
12066,8,-0.524,5
12067,8,0.444,5
12068,8,-0.927,4
12069,8,0.799,6
12070,8,-0.272,6
12071,8,-0.788,5
12072,8,-0.654,4
12073,8,0.68,4
12074,8,0.562,6
12075,8,-0.029,5
12076,8,0.799,4
12077,8,1.166,5
12078,8,-0.397,6
12079,8,0.68,5
12080,8,1.845,4
12081,8,0.562,5
12082,8,-0.272,6
12083,8,-0.397,4
12084,8,0.919,5
12085,8,0.444,5
12086,8,1.293,4
12087,8,0.209,4
12088,8,1.558,5
12089,8,-0.927,4
12090,8,1.558,5
12091,8,0.209,6
12092,8,0.799,4
12093,8,-0.272,4
12094,8,1.293,6
12095,8,0.444,4
12096,8,-0.15,4
12097,8,0.919,5
12098,8,-0.397,5
12099,8,1.041,4
12100,8,-0.788,4
12101,8,-0.15,4
12102,8,-0.927,6
12103,8,0.68,4
12104,8,-0.524,4
12105,8,0.919,5
12106,8,0.209,5
12107,8,-0.15,6
12108,8,-0.788,5
12109,8,0.209,4
12110,8,0.444,4
12111,8,-0.029,4
12112,8,-0.524,4
12113,8,-0.272,4
12114,8,-0.029,6
12115,8,-0.927,4
12116,8,-0.654,4
12117,8,0.68,6
12118,8,-2.148,4
12119,8,0.799,4
12120,8,-0.029,5
12121,8,-0.524,4
12122,8,0.326,4
12123,8,0.326,6
12124,8,0.562,6
12125,8,1.293,6
12126,8,1.041,6
12127,8,0.326,5
12128,8,-1.072,4
12129,8,-0.927,4
12130,8,0.919,6
12131,8,1.293,5
12132,8,0.09,4
12133,8,-0.397,5
12134,8,0.444,5
12135,8,-0.15,4
12136,8,-0.029,4
12137,8,-0.524,6
12138,8,-0.524,4
12139,8,0.209,5
12140,8,1.041,4
12141,8,0.68,5
12142,8,1.041,6
12143,8,0.09,4
12144,8,2.342,6
12145,8,0.562,6
12146,8,-0.397,5
12147,8,-2.392,4
12148,8,1.166,4
12149,8,-0.524,4
12150,8,0.326,4
12151,8,1.999,6
12152,8,-0.15,5
12153,8,0.919,5
12154,8,-0.397,4
12155,8,1.423,5
12156,8,0.68,5
12157,8,-0.524,6
12158,8,-0.272,4
12159,8,0.09,4
12160,8,-0.029,5
12161,8,0.209,5
12162,8,1.166,6
12163,8,-2.673,4
12164,8,0.09,5
12165,8,-1.383,4
12166,8,-0.272,4
12167,8,-0.029,4
12168,8,0.562,4
12169,8,-0.029,6
12170,8,0.209,5
12171,8,0.68,5
12172,8,0.209,4
12173,8,0.799,4
12174,8,0.68,5
12175,8,-0.397,4
12176,8,0.799,5
12177,8,-0.15,5
12178,8,0.919,4
12179,8,-1.072,4
12180,8,0.799,6
12181,8,-0.272,4
12182,8,1.293,5
12183,8,-0.272,4
12184,8,1.041,4
12185,8,-0.397,6
12186,8,0.562,5
12187,8,0.326,5
12188,8,1.423,5
12189,8,-0.029,4
12190,8,0.799,5
12191,8,0.09,4
12192,8,0.68,6
12193,8,0.68,4
12194,8,-0.15,6
12195,8,0.09,6
12196,8,0.326,5
12197,8,-0.654,4
12198,8,-0.272,4
12199,8,-0.788,4
12200,8,-0.029,4
12201,8,0.68,5
12202,8,0.562,6
12203,8,0.326,4
12204,8,-0.927,4
12205,8,-0.272,4
12206,8,0.09,4
12207,8,0.799,4
12208,8,0.326,5
12209,8,-0.397,4
12210,8,0.68,6
12211,8,-0.029,5
12212,8,0.919,6
12213,8,0.209,4
12214,8,0.799,4
12215,8,0.326,4
12216,8,0.444,5
12217,8,-0.788,5
12218,8,0.09,4
12219,8,1.698,5
12220,8,0.326,4
12221,8,0.09,4
12222,8,-0.272,4
12223,8,0.68,4
12224,8,0.919,6
12225,8,1.041,5
12226,8,0.68,6
12227,8,0.919,5
12228,8,0.444,4
12229,8,-1.072,4
12230,8,0.68,5
12231,8,0.919,6
12232,8,-0.397,4
12233,8,0.444,6
12234,8,-1.383,4
12235,8,1.041,5
12236,8,-0.15,4
12237,8,0.326,5
12238,8,-0.029,5
12239,8,-0.029,5
12240,8,1.293,4
12241,8,0.209,5
12242,8,-0.927,4
12243,8,-0.272,4
12244,8,-1.072,4
12245,8,0.799,5
12246,8,0.09,4
12247,8,1.166,5
12248,8,0.562,4
12249,8,0.09,6
12250,8,1.166,5
12251,8,0.919,6
12252,8,-0.15,4
12253,8,0.444,5
12254,8,0.562,4
12255,8,0.326,6
12256,8,-0.029,6
12257,8,1.293,4
12258,8,0.919,4
12259,8,1.041,6
12260,8,-1.383,5
12261,8,-2.148,4
12262,8,-1.383,4
12263,8,0.799,5
12264,8,0.09,5
12265,8,0.444,6
12266,8,0.919,4
12267,8,0.209,6
12268,8,-0.397,4
12269,8,0.09,4
12270,8,1.166,5
12271,8,0.444,5
12272,8,0.562,4
12273,8,1.558,5
12274,8,0.562,5
12275,8,-0.272,4
12276,8,-0.15,5
12277,8,1.558,6
12278,8,1.423,6
12279,8,0.09,4
12280,8,0.326,4
12281,8,-1.072,4
12282,8,-0.654,4
12283,8,1.166,4
12284,8,-0.397,5
12285,8,0.919,6
12286,9,-0.202,4
12287,9,-0.914,5
12288,9,0.381,5
12289,9,-0.551,5
12290,9,0.501,6
12291,9,1.151,4
12292,9,-0.551,6
12293,9,0.381,5
12294,9,-0.67,4
12295,9,0.381,5
12296,9,2.191,6
12297,9,-0.086,5
12298,9,-0.317,5
12299,9,0.029,5
12300,9,-0.202,6
12301,9,0.501,5
12302,9,-0.202,4
12303,9,0.262,5
12304,9,0.879,4
12305,9,1.297,5
12306,9,0.262,6
12307,9,-0.67,6
12308,9,1.012,4
12309,9,-1.915,4
12310,9,0.262,4
12311,9,-0.202,6
12312,9,0.624,6
12313,9,0.029,5
12314,9,0.029,4
12315,9,-0.317,4
12316,9,-1.04,4
12317,9,-0.202,4
12318,9,1.151,5
12319,9,0.624,5
12320,9,0.262,6
12321,9,-0.202,4
12322,9,0.145,5
12323,9,-1.446,4
12324,9,-0.67,5
12325,9,0.262,5
12326,9,-0.433,4
12327,9,0.029,5
12328,9,-0.67,4
12329,9,-1.171,5
12330,9,-0.086,5
12331,9,-0.551,5
12332,9,-0.086,4
12333,9,-1.446,6
12334,9,-0.433,4
12335,9,0.262,4
12336,9,0.624,6
12337,9,0.262,5
12338,9,0.879,5
12339,9,-0.317,4
12340,9,1.979,6
12341,9,0.501,6
12342,9,-0.551,6
12343,9,-0.67,5
12344,9,0.624,4
12345,9,0.879,5
12346,9,-1.915,4
12347,9,1.012,5
12348,9,-0.551,4
12349,9,-0.202,4
12350,9,-0.086,5
12351,9,0.749,6
12352,9,0.262,6
12353,9,-0.914,4
12354,9,-0.086,5
12355,9,0.145,5
12356,9,-0.914,4
12357,9,-0.086,6
12358,9,-0.086,4
12359,9,0.749,5
12360,9,-0.086,5
12361,9,-0.433,4
12362,9,-0.551,4
12363,9,0.145,4
12364,9,-0.317,4
12365,9,-0.202,4
12366,9,0.501,5
12367,9,-0.317,4
12368,9,0.145,5
12369,9,-0.202,5
12370,9,-0.202,4
12371,9,-1.446,5
12372,9,0.262,4
12373,9,0.145,4
12374,9,-0.67,4
12375,9,0.262,5
12376,9,0.381,4
12377,9,-0.433,5
12378,9,-0.086,4
12379,9,-1.749,4
12380,9,-0.317,4
12381,9,0.262,4
12382,9,1.45,6
12383,9,1.012,5
12384,9,0.381,6
12385,9,0.501,6
12386,9,1.151,5
12387,9,-1.305,4
12388,9,0.749,5
12389,9,-1.04,5
12390,9,-0.433,6
12391,9,-0.317,4
12392,9,0.262,4
12393,9,-0.086,4
12394,9,0.262,4
12395,9,-0.551,5
12396,9,-0.317,4
12397,9,0.145,4
12398,9,-0.914,5
12399,9,-0.856,6
12400,9,0.029,4
12401,9,-0.433,4
12402,9,-0.317,4
12403,9,-1.305,4
12404,9,-1.749,4
12405,9,0.029,6
